S
Ta
O
V
Br
F
Mo
Sb
F
Cl
Cl
I
O
U
Br
Br
F
Sr
F
Ca
Se
Mo
F
Ca
I
U
Pd
Br
Np
O
Cl
Mn
Br
Br
Cl
Cr
Fe
Br
La
Os
Br
I
B
I
Pu
Cl
Br
Cl
Co
Br
Ir
V
Pt
Ba
Cl
Ce
Nb
I
Cl
Y
U
O
Sc
Br
Tb
Ni
Ir
Tc
O
B
Se
Te
F
Cl
F
B
I
Cl
Al
I
Eu
Au
Br
Cl
Cl
Cl
Br
U
Te
Br
Se
Pt
I
Mo
Cl
C
F
Cl
Y
Br
Cl
S
Cl
Br
F
V
Cl
O
S
Se
F
O
Br
Pd
V
Cl
V
Nb
F
I
Cl
Mn
Tc
S
W
F
Cl
Br
Cl
Eu
Pu
I
I
F
Br
O
O
Pr
W
I
I
In
F
I
Y
Br
Cl
Cl
Eu
Br
I
Nb
I
Er
Cl
S
Ce
Cl
Cl
Te
S
Sc
U
Ba
Se
Pd
U
Nb
Y
Se
F
Rh
I
Pr
S
F
Re
Cu
Co
Os
I
Br
F
Np
I
Ta
S
O
Br
Br
As
Os
O
Br
Br
Br
B
F
W
Y
Ni
Br
Nb
Np
Re
Tc
O
S
Cl
S
Cl
Cl
Se
S
Br
Sr
F
C
F
As
Ru
V
C
Nb
F
U
Te
Te
Te
Te
Ga
In
In
Te
Se
N
Al
Ga
Cl
Ta
In
Cl
La
O
W
Ba
Al
F
Br
Ru
Pu
V
V
I
Tm
Ca
Br
Cl
W
I
Eu
Ce
I
O
Co
I
Br
Br
B
F
F
Ba
Cl
I
Tc
Tc
Br
U
Re
Re
Ce
Mo
Mo
O
I
O
I
Tc
La
Re
I
Cl
I
Cl
F
Tc
N
O
Sr
Ni
Br
O
I
Tc
Cl
Np
Co
Cl
Br
Cl
I
Re
Ce
O
Ce
Br
O
I
Cl
Ba
O
Cl
Br
Cl
Np
I
Br
O
La
Cl
W
Sr
W
Zr
I
Re
Tc
Ce
Ni
Gd
Cl
I
I
I
Br
Br
Br
V
O
Bi
Bi
Ru
Sb
Re
Br
Tc
I
I
Br
Te
O
Br
Os
Nb
I
Nb
Pu
Tc
Nb
Bi
Tc
Sb
Re
Pt
Tc
O
Pu
Co
Tc
Sb
Ta
Nb
I
Co
Br
I
O
S
Ta
Nb
Nb
F
O
Sb
O
Os
Os
Ta
V
Ni
W
Cl
F
Y
Ir
Br
Mn
Co
Mo
I
Cr
Ba
V
Br
F
Cl
Cu
Cl
Mo
Cl
Re
Br
Mn
Cl
F
Tc
I
F
Cl
I
Br
I
Br
As
I
Tc
V
Te
S
Tc
Ti
V
Ba
Re
F
I
I
Te
Cl
F
Sc
Re
Y
Sc
Cl
Ta
Sc
Br
Fe
Se
Re
Se
Br
I
Sc
Cl
I
Rh
Nb
I
Cl
P
Ca
Cl
Ru
F
Y
Ta
Cr
V
Nb
Ru
I
I
I
Sr
Mn
S
Re
I
I
F
F
Os
Sc
Sc
La
Br
F
Cl
Ni
I
Y
Cl
F
Nb
F
Sr
F
Ta
Mn
Tc
Br
Br
Cl
V
Ga
S
Ta
Bi
Sc
I
Br
V
Cr
Ga
Ca
F
Cr
Co
Tc
V
Sb
I
F
Os
O
Re
Br
Cl
Sb
Re
Se
O
W
Ta
I
Br
P
In
I
Sc
Br
Ti
P
Co
S
O
Co
Cu
Nb
V
F
Se
O
F
Ce
I
Te
F
Fe
I
V
Br
I
V
P
La
Tc
W
Nb
Re
U
Cl
S
S
I
Ta
Cl
Br
Si
P
Se
Nb
Br
F
I
V
Cl
Pb
Ta
F
Tc
F
Ta
In
As
Re
N
Br
Cl
Cl
I
I
La
I
Mo
Cl
I
I
Ce
F
I
Cl
Br
F
F
I
Br
W
Cl
I
I
O
Cl
O
Nb
F
P
Br
F
Nb
Ta
I
N
F
O
Se
Nb
Br
F
Nb
I
Bi
Cl
Ni
I
F
I
I
Ta
F
Br
Fe
V
V
Br
Br
Se
O
Cl
O
Cl
Br
Nb
Pt
I
Fe
Bi
Cl
V
Ta
Br
F
Br
O
Os
Ti
F
Cl
Se
Ru
O
Cl
Ru
I
O
Cl
Ni
Te
Cl
O
Os
Nb
Cl
O
F
Br
Ce
I
S
Cl
Cl
Pd
F
Cl
Br
F
Cl
Cr
V
O
S
F
Cl
S
F
Cl
As
V
C
Br
Cl
Br
I
O
F
O
Cl
O
V
S
Nb
I
As
Br
Se
O
Cl
O
N
Nb
F
I
S
Se
I
Br
Pt
F
S
O
O
W
Fe
Te
Cl
Bi
O
Br
Cr
Ta
I
I
S
Se
Nb
I
Te
S
Bi
Br
Te
Ni
V
Se
Mo
F
N
Br
Ta
Ta
P
F
Br
Nb
Br
V
Se
F
F
F
O
F
Br
F
W
F
Cr
I
I
Br
O
I
Nb
O
I
O
O
La
Br
Cl
Cr
I
V
F
Br
O
I
O
Br
O
I
O
Cl
F
I
O
Co
Br
Rh
O
Te
Au
Cl
Se
Se
Se
S
Sb
Ir
O
Mo
Te
Te
W
Se
Ir
Cl
F
Mo
I
Br
Nb
F
F
As
Br
I
Te
Mo
Cr
Mo
Te
V
Te
Cl
O
O
Br
Cl
Te
Te
N
O
S
O
Br
Te
Se
As
S
Cl
Bi
Sb
In
Sb
B
As
P
Tc
S
Cl
O
Ce
U
Nb
Ca
S
U
O
Np
O
N
O
O
Co
N
O
O
Ce
F
O
Se
Ce
Ti
Ce
Ce
Cl
As
N
Ti
Eu
Cl
O
Se
Sn
Ti
Ce
Cl
Pb
Ce
O
Ti
Se
Ce
O
O
S
N
O
S
Zn
S
O
O
Ce
Ir
La
O
U
O
Sn
S
Cu
Eu
O
Cl
U
U
U
Ni
Ni
O
Au
Rh
Nb
Cr
I
Fe
O
Sn
U
P
Ag
Cl
O
Br
O
Cl
I
Cl
O
V
Sc
Cu
O
O
I
Fe
O
V
Br
U
Ce
Pd
O
K
O
O
O
Cu
Cl
Pr
S
Cl
N
S
Cl
La
Mo
Br
Rh
Fe
O
I
Mo
S
Fe
F
Se
O
Te
I
F
O
S
Ce
Br
O
Se
Ir
V
Te
Pd
O
U
O
As
Cl
Bi
Cu
Se
Cl
Te
Re
Br
Cu
O
Se
S
U
Br
I
Cl
Te
O
Se
Nb
Ni
O
Cl
Br
S
Eu
Nb
Cr
O
F
Ir
O
O
Nb
Y
C
O
O
Pd
O
Br
O
Fe
O
Pr
C
O
Co
Cu
O
O
S
Cr
Br
O
Nb
Ag
Cu
Nb
Re
Co
F
Ag
U
Te
F
Fe
O
Br
O
O
N
I
O
I
Nb
O
O
Sn
O
O
Ti
F
O
O
O
Co
Cl
O
Br
P
O
Br
S
F
O
O
F
Br
I
O
O
O
Cu
O
Cr
Br
F
I
I
O
O
Br
S
Cu
Cl
O
O
U
O
O
O
Mn
Ba
F
O
Fe
Re
V
Pu
O
Re
O
F
Cr
Mn
F
O
Li
O
Mo
O
Ca
V
O
Br
Zr
O
Fe
S
O
O
F
O
O
Ca
O
Ni
O
O
Se
Co
O
Ru
Cl
Ni
H
O
O
O
O
O
O
O
O
S
Co
O
O
N
O
O
O
O
Fe
O
O
O
Pt
O
Ti
Cr
V
Ca
O
V
O
Br
O
O
O
Mo
Cu
V
V
V
O
O
O
As
Bi
S
V
F
O
S
O
Sm
Se
O
Ag
V
O
Eu
S
O
N
O
O
F
Mn
V
O
Pr
O
S
O
Mn
Br
O
O
O
O
Nb
Ca
Al
Ca
Cr
O
Pt
O
Cl
O
O
Cu
F
O
Tb
O
O
O
O
F
Cl
Co
As
Fe
O
O
F
F
Cr
Cl
O
S
O
Ag
Se
O
O
Ce
O
I
O
I
O
F
Ag
O
O
Fe
Mg
Ni
F
O
O
I
Co
O
V
F
Cl
Cu
O
I
O
O
Eu
O
F
Sc
Zn
O
Cl
O
Cu
O
I
O
Br
Ru
In
O
Nb
Au
Fe
F
Cl
O
Cu
O
O
O
Gd
O
V
Cu
O
O
Np
O
O
O
O
Mg
O
O
O
O
O
F
O
Cu
O
O
O
Pd
S
O
F
O
O
O
O
S
O
F
F
O
O
Fe
U
O
O
O
O
Mg
V
O
Pb
O
O
Mo
Br
Ti
O
O
Te
Cl
Cr
Cl
As
O
Fe
Mn
Se
F
O
Mo
S
Na
Fe
V
Co
O
O
O
U
Br
Nb
Co
F
Bi
O
O
S
O
O
O
F
O
O
F
F
O
Tc
Cu
O
O
Pd
O
Br
O
F
N
O
O
O
Ti
O
B
S
S
N
Cl
Fe
V
O
Cu
V
F
Ce
Fe
O
O
Gd
O
Se
Te
O
O
O
O
O
V
Nb
O
Cu
O
O
Al
Cu
V
O
Br
O
O
O
Cl
O
F
O
I
O
Al
P
Ce
O
Ni
O
Fe
Ag
O
O
F
Ag
O
O
O
Cu
I
O
O
V
I
I
Cr
Cl
O
Cl
Cl
O
O
O
Zn
Te
O
O
I
O
Mn
F
Sr
O
O
Re
O
O
O
Np
Cr
O
Bi
Cl
O
O
O
O
O
Br
Eu
F
Cu
O
V
Ni
O
Co
O
O
Cu
O
O
Ca
O
Al
U
S
O
O
O
O
Cl
O
Mn
Re
V
O
O
O
O
Cr
O
F
O
O
O
S
Br
Np
Co
V
Ag
Cl
O
Ti
Cl
Mn
S
Mn
Mo
Fe
O
Fe
F
O
Co
N
Cl
F
Cu
O
O
S
O
U
I
O
O
O
O
O
O
F
O
S
O
F
Nb
O
O
Pt
O
Se
O
Co
O
Sc
O
O
Cu
O
O
Bi
F
Ag
S
O
Cl
Cl
Cl
U
O
O
S
O
O
Co
O
O
Eu
F
O
O
F
O
I
S
Cl
F
Gd
O
O
V
V
O
O
F
O
O
Ce
Br
O
O
Fe
O
Cr
F
O
Cr
O
O
Cu
Ta
Gd
O
F
Cu
O
Ni
F
F
O
O
O
F
O
O
O
S
S
O
O
O
O
O
S
Ta
Cl
O
Te
O
F
O
O
O
Cl
O
O
O
Cl
S
Se
F
V
O
O
O
Mn
W
O
Cu
Cu
O
O
O
Br
O
O
O
V
O
V
O
Re
O
S
Ce
Ta
O
O
O
I
O
V
Se
Nb
O
O
Re
U
O
Ta
Nb
O
U
Pu
I
O
P
O
Fe
O
O
Cl
U
Co
I
V
Np
Nb
O
O
Ce
S
Se
F
O
O
O
O
O
O
Se
U
Ce
O
O
S
Te
Gd
Co
O
O
Cu
Se
O
O
Se
Cr
O
F
O
Cl
I
Mn
Cu
Ag
O
Pd
F
Cu
Ta
S
O
O
O
O
I
O
O
O
O
O
V
O
O
V
F
Cl
La
Br
Br
I
F
Sn
O
S
Zn
O
O
Cu
O
Cl
P
O
O
Ag
I
O
Y
O
O
Ce
S
Br
F
O
Os
O
O
O
Cu
Cu
O
I
Te
Br
Fe
S
O
Pd
Cl
O
O
Cu
O
Cu
O
S
Ni
Cl
F
O
O
S
V
O
Se
Te
V
Au
Ag
Mo
O
N
Se
Cl
S
Fe
O
Fe
Ag
Li
F
N
Cu
Nb
I
N
N
As
Ba
Sb
